Name,Price,Sizes,Image_URL,Product_URL
FFS014 SLIM FIT LONG SLEEVE BLUE BIKE,1500 ДЕН,"XL, XXL, 3XL",https://kosuli.mk/wp-content/uploads/2021/06/WEB-226.jpg,https://kosuli.mk/product/ffs014-slim-fit-long-sleeve-blue-bike/
FFS013 SLIM FIT LONG SLEEVE SILVER/BROWN PRINT,1500 ДЕН,"XL, XXL",https://kosuli.mk/wp-content/uploads/2021/06/WEB-81.jpg,https://kosuli.mk/product/ffs013-slim-fit-long-sleeve-silver-brown-print/
FFS012 SLIM FIT LONG SLEEVE YELLOW PRINT,1500 ДЕН,"XL, XXL",https://kosuli.mk/wp-content/uploads/2021/06/WEB-30.jpg,https://kosuli.mk/product/ffs012-slim-fit-long-sleeve-yellow-print/
FFS011 SLIM FIT LONG SLEEVE ORANGE PRINT,1500 ДЕН,"L, XL, XXL, 3XL",https://kosuli.mk/wp-content/uploads/2021/06/WEB-262.jpg,https://kosuli.mk/product/ffs011-slim-fit-long-sleeve-orange-print/
FFS010 SLIM FIT LONG SLEEVE BLUE PRINT,1500 ДЕН,"XL, XXL, 3XL",https://kosuli.mk/wp-content/uploads/2021/05/WEB-50.jpg,https://kosuli.mk/product/ffs010-slim-fit-long-sleeve-blue-print/
FFS009 SLIM FIT LONG SLEEVE BLUE PRINT,1500 ДЕН,"XL, XXL, 3XL",https://kosuli.mk/wp-content/uploads/2021/05/WEB-211.jpg,https://kosuli.mk/product/ffs009-slim-fit-long-sleeve-blue-print/
FFS008 SLIM FIT LONG SLEEVE BLUE PRINT,1500 ДЕН,"XXL,",https://kosuli.mk/wp-content/uploads/2021/05/WEB-71.jpg,https://kosuli.mk/product/ffs008-slim-fit-long-sleeve-blue-print/
FFS007 SLIM FIT LONG SLEEVE ORANGE PRINT,1500 ДЕН,"XL, 3XL",https://kosuli.mk/wp-content/uploads/2021/05/WEB-239.jpg,https://kosuli.mk/product/ffs007-slim-fit-long-sleeve-orange-print/
FFS006 SLIM FIT LONG SLEEVE SILVER PRINT,1500 ДЕН,"XL, XXL, 3XL",https://kosuli.mk/wp-content/uploads/2021/05/WEB-131.jpg,https://kosuli.mk/product/ffs006-slim-fit-long-sleeve-silver-print/
FFS005 SLIM FIT LONG SLEEVE BLUE FLOWER PRINT,1500 ДЕН,"L, XL, XXL, 3XL",https://kosuli.mk/wp-content/uploads/2021/05/WEB-63.jpg,https://kosuli.mk/product/ffs005-slim-fit-long-sleeve-blue-flower-print/
FFS004 SLIM FIT LONG SLEEVE ORANGE PRINT,1500 ДЕН,"XL, XXL, 3XL",https://kosuli.mk/wp-content/uploads/2021/05/WEB-231.jpg,https://kosuli.mk/product/ffs004-slim-fit-long-sleeve-orange-print/
FFS002 SLIM FIT LONG SLEEVE BROWN PRINT,1500 ДЕН,"L, XL, XXL, 3XL",https://kosuli.mk/wp-content/uploads/2021/05/WEB-75.jpg,https://kosuli.mk/product/ffs002-slim-fit-long-sleeve-brown-print/
FFS001 SLIM FIT LONG SLEEVE ORANGE PRINT,1500 ДЕН,"XL, XXL, 3XL",https://kosuli.mk/wp-content/uploads/2021/05/WEB-39.jpg,https://kosuli.mk/product/ffs001-slim-fit-long-sleeve-orange-print/
FFM010 MODERN FIT SHORT SLEEVE,1500 ДЕН,"L, XL, XXL",https://kosuli.mk/wp-content/uploads/2021/05/WEB-319.jpg,https://kosuli.mk/product/ffm010-modern-fit-short-sleeve/
FFM009 MODERN FIT SHORT SLEEVE,1500 ДЕН,XXL,https://kosuli.mk/wp-content/uploads/2021/05/WEB-312.jpg,https://kosuli.mk/product/ffm009-modern-fit-short-sleeve/
FFM008 MODERN FIT SHORT SLEEVE,1500 ДЕН,"XXL, 4XL",https://kosuli.mk/wp-content/uploads/2021/05/WEB-291.jpg,https://kosuli.mk/product/ffm008-modern-fit-short-sleeve/
FFM007 MODERN FIT SHORT SLEEVE,1500 ДЕН,"M, L, XL, XXL,  5XL",https://kosuli.mk/wp-content/uploads/2021/05/WEB-331.jpg,https://kosuli.mk/product/ffm007-modern-fit-short-sleeve/
FFM006 MODERN FIT SHORT SLEEVE,1500 ДЕН,"XL, XXL",https://kosuli.mk/wp-content/uploads/2021/05/WEB-337.jpg,https://kosuli.mk/product/ffm006-modern-fit-short-sleeve/
FFM005 MODERN FIT SHORT SLEEVE,1500 ДЕН,"M, L, XL, XXL, 3XL, 4XL",https://kosuli.mk/wp-content/uploads/2021/05/WEB-339.jpg,https://kosuli.mk/product/ffm005-modern-fit-short-sleeve/
FFM004 MODERN FIT SHORT SLEEVE,1500 ДЕН,XXL,https://kosuli.mk/wp-content/uploads/2021/05/WEB-293.jpg,https://kosuli.mk/product/ffm004-modern-fit-short-sleeve/
FFM003 MODERN FIT SHORT SLEEVE,1500 ДЕН,"L,  XXL, XL,4XL, 5XL",https://kosuli.mk/wp-content/uploads/2021/05/WEB-322.jpg,https://kosuli.mk/product/ffm003-modern-fit-short-sleeve/
FFM002 MODERN FIT SHORT SLEEVE,1500 ДЕН,"M,  XXL, 4XL",https://kosuli.mk/wp-content/uploads/2021/05/WEB-306.jpg,https://kosuli.mk/product/ffm002-modern-fit-short-sleeve/
FFM001 MODERN FIT SHORT SLEEVE,1500 ДЕН,XXL,https://kosuli.mk/wp-content/uploads/2021/05/WEB-300.jpg,https://kosuli.mk/product/ffm001-modern-fit-short-sleeve/
